0,19774900
1,2016600
2,590600
3,433800
4,1013300
5,635900
6,522500
7,720200
8,564700
9,346500
10,573700
11,457400
12,328900
13,260900
14,257900
15,275700
16,250600
17,265400
18,275200
19,320200
20,322300
21,287900
22,300100
23,338000
24,291000
25,402600
26,273100
27,239100
28,251300
29,313800
30,243300
31,327300
32,267800
33,230800
34,267800
35,242800
36,233300
37,232800
38,253800
39,280900
40,254800
41,311700
42,261400
43,284500
44,198400
45,334500
46,321000
47,256700
48,202100
49,193000
50,183400
51,246600
52,216300
53,273900
54,187800
55,256500
56,230300
57,294100
58,301200
59,233700
60,332200
61,285800
62,176800
63,425100
64,273900
65,290200
66,369500
67,336800
68,210100
69,308000
70,269800
71,167000
72,171200
73,201300
74,196200
75,184800
76,355400
77,236100
78,281100
79,258300
80,260300
81,147200
82,351700
83,262000
84,293800
85,331900
86,209400
87,172700
88,208700
89,276100
90,259400
91,332000
92,167900
93,185400
94,204400
95,178700
96,172300
97,185700
98,271300
99,194600
100,158100
101,157900
102,238300
103,292700
104,223000
105,158500
106,217900
107,305900
108,205700
109,222000
110,262300
111,260500
112,279800
113,149500
114,181900
115,214400
116,289600
117,169300
118,273300
119,148900
120,219800
121,300000
122,174200
123,230200
124,167100
125,163400
126,268400
127,228500
128,225300
129,159000
130,163000
131,157600
132,157800
133,167600
134,167300
135,201300
136,263400
137,184600
138,220400
139,233300
140,252500
141,248300
142,148500
143,236300
144,222500
145,164700
146,164000
147,143700
148,214700
149,169800
150,203400
151,212300
152,200400
153,266200
154,270000
155,214600
156,205700
157,210500
158,295100
159,267900
160,249100
161,142600
162,233000
163,165300
164,282000
165,170300
166,136400
167,128200
168,149300
169,100200
170,143000
171,95900
172,102700
173,146400
174,151700
175,99600
176,95700
177,155200
178,100800
179,95500
180,112300
181,133900
182,132300
183,133000
184,118500
185,95700
186,104500
187,163000
188,146400
189,96100
190,98800
191,123600
192,129500
193,192500
194,300200
195,91900
196,165200
197,179800
198,249800
199,163000
200,116300
201,104800
202,92400
203,97400
204,167000
205,154600
206,148700
207,126600
208,179700
209,155900
210,137700
211,137200
212,122600
213,150200
214,110800
215,82700
216,91400
217,89100
218,92500
219,85000
220,85500
221,85700
222,83900
223,88200
224,145000
225,129600
226,93800
227,95500
228,204900
229,83500
230,84000
231,83200
232,94400
233,90000
234,91100
235,88800
236,90400
237,81100
238,93100
239,82100
240,97000
241,87800
242,82600
243,75300
244,81900
245,89100
246,84600
247,87900
248,89600
249,81300
250,148800
251,88100
252,100900
253,82500
254,84300
255,344300
256,107200
257,107200
258,81700
259,132500
260,139800
261,87200
262,86700
263,76500
264,81000
265,109000
266,163200
267,78300
268,81100
269,75000
270,76700
271,79200
272,74500
273,93900
274,93500
275,119000
276,74100
277,88800
278,91500
279,149200
280,108800
281,113200
282,150100
283,116200
284,117900
285,87700
286,82800
287,86400
288,114700
289,96400
290,92100
291,92400
292,218100
293,141400
294,149600
295,145000
296,114900
297,90000
298,80100
299,79300
300,88900
301,172800
302,79700
303,76400
304,80200
305,77100
306,102900
307,80500
308,83800
309,97300
310,98800
311,83900
312,102000
313,111200
314,117500
315,82500
316,78700
317,132000
318,80400
319,111800
320,149200
321,139800
322,85900
323,126100
324,128100
325,95600
326,88000
327,106800
328,103700
329,91400
330,67700
331,69800
332,74800
333,68700
334,65500
335,69000
336,69800
337,73900
338,66400
339,79200
340,66600
341,81300
342,73000
343,73300
344,72800
345,69100
346,73000
347,72600
348,68600
349,70700
350,72600
351,144700
352,69500
353,87400
354,72100
355,67100
356,65900
357,68000
358,74100
359,81900
360,69700
361,64100
362,61200
363,63100
364,63600
365,83900
366,67200
367,74700
368,105900
369,64100
370,71200
371,67200
372,78400
373,73200
374,119500
375,74200
376,74100
377,73700
378,73000
379,106900
380,69600
381,69600
382,88000
383,171700
384,66800
385,90800
386,119100
387,72600
388,76800
389,71800
390,71400
391,80400
392,77200
393,74000
394,74900
395,72100
396,81400
397,152300
398,70800
399,104500
400,76800
401,109200
402,91600
403,98300
404,76900
405,128700
406,80100
407,81600
408,73500
409,145800
410,80600
411,76200
412,88000
413,77500
414,83400
415,90500
416,82300
417,93300
418,79400
419,78300
420,93600
421,103500
422,87400
423,74100
424,89900
425,115600
426,80900
427,78900
428,79600
429,168200
430,75500
431,74900
432,80700
433,103900
434,81200
435,74600
436,110200
437,91000
438,78200
439,78600
440,76400
441,120600
442,71900
443,78200
444,95300
445,71200
446,76300
447,74100
448,73500
449,74700
450,132700
451,88200
452,79400
453,74500
454,89700
455,120400
456,151800
457,128400
458,108600
459,182700
460,105700
461,117500
462,83200
463,82900
464,76800
465,109100
466,72400
467,73200
468,81200
469,74700
470,72200
471,80900
472,186200
473,77700
474,74800
475,77400
476,125200
477,95100
478,75600
479,74500
480,105100
481,72700
482,83000
483,79400
484,89400
485,73800
486,84900
487,90600
488,82800
489,72500
490,74300
491,106000
492,90200
493,77200
494,80100
495,139100
496,74300
497,76900
498,106100
499,81500
500,78000
501,92200
502,79000
503,86900
504,87900
505,92600
506,94600
507,73100
508,122800
509,70500
510,72100
511,132200
512,105500
513,106300
514,89700
515,106400
516,119300
517,143300
518,71400
519,106900
520,136200
521,79000
522,84100
523,98600
524,87100
525,68100
526,68700
527,76100
528,165500
529,84400
530,69300
531,74900
532,111600
533,116700
534,101900
535,92400
536,99500
537,82400
538,69300
539,80200
540,64000
541,77300
542,82100
543,63400
544,68200
545,66000
546,74200
547,76900
548,67200
549,67200
550,81300
551,71200
552,70100
553,68000
554,79800
555,69300
556,72100
557,68800
558,76500
559,66400
560,64000
561,78500
562,113700
563,82500
564,74700
565,75100
566,133100
567,70600
568,73900
569,108200
570,132100
571,75300
572,71500
573,69600
574,93400
575,70200
576,73900
577,72200
578,92800
579,81900
580,66400
581,92500
582,81700
583,125500
584,78300
585,75500
586,71400
587,74900
588,129000
589,91500
590,78700
591,72000
592,73700
593,103100
594,77100
595,77000
596,70300
597,78900
598,65100
599,68900
600,71000
601,90100
602,61100
603,66600
604,66600
605,79900
606,70400
607,70400
608,88100
609,115500
610,76200
611,71900
612,95500
613,74900
614,72900
615,79600
616,82900
617,73900
618,65700
619,67300
620,116500
621,71300
622,86200
623,64000
624,77200
625,67000
626,74500
627,70600
628,89600
629,66900
630,73900
631,64800
632,68600
633,66700
634,96500
635,82700
636,66200
637,70000
638,80900
639,92400
640,70600
641,86400
642,110300
643,70500
644,66900
645,91700
646,139300
647,60600
648,59500
649,79400
650,71200
651,61000
652,63200
653,62300
654,60000
655,57600
656,59000
657,111000
658,64600
659,59100
660,65000
661,71800
662,59900
663,59600
664,60100
665,65900
666,130300
667,60700
668,63200
669,61500
670,104400
671,60000
672,60400
673,71700
674,69100
675,59900
676,58000
677,62900
678,88200
679,59900
680,61000
681,86700
682,110900
683,107800
684,67300
685,65400
686,61600
687,173700
688,84500
689,57300
690,62500
691,66000
692,67300
693,60700
694,62900
695,68200
696,59200
697,60500
698,61800
699,127800
700,70600
701,59300
702,61300
703,79300
704,86500
705,78000
706,78600
707,66000
708,64100
709,63700
710,66600
711,69400
712,57400
713,73200
714,62500
715,85000
716,83800
717,63500
718,76100
719,59800
720,78100
721,105100
722,67600
723,87700
724,67100
725,270500
726,78300
727,60700
728,71000
729,66000
730,75600
731,61800
732,83000
733,62200
734,57500
735,69200
736,67000
737,81900
738,60400
739,62500
740,60800
741,74600
742,58300
743,84600
744,65100
745,56700
746,57900
747,61700
748,72800
749,58300
750,63000
751,59800
752,77700
753,59900
754,74500
755,61300
756,90600
757,58600
758,66300
759,67000
760,58300
761,59300
762,66500
763,66000
764,68700
765,60800
766,65700
767,92100
768,75100
769,74200
770,60400
771,93400
772,59400
773,62600
774,61900
775,64100
776,58000
777,61200
778,61000
779,64500
780,58200
781,67900
