0,125200
1,62000
2,61400
3,66200
4,72100
5,76800
6,74400
7,565900
8,58400
9,65100
10,67700
11,59200
12,85100
13,56100
14,57200
15,50800
16,55800
17,58000
18,134600
19,66600
20,78300
21,48800
22,50900
23,49500
24,63400
25,54800
26,51200
27,49400
28,132800
29,54300
30,78000
31,59200
32,50300
33,47300
34,53000
35,51100
36,49200
37,51500
38,57900
39,51100
40,62200
41,107100
42,59000
43,54900
44,46900
45,61800
46,70500
47,50100
48,59200
49,54700
50,44200
51,44400
52,44000
53,45400
54,44800
55,72600
56,45800
57,66100
58,45900
59,44300
60,59000
61,60600
62,49300
63,66800
64,56100
65,41800
66,69500
67,39300
68,38400
69,37000
70,92000
71,46600
72,49000
73,49100
74,53600
75,42900
76,33900
77,48900
78,33900
79,38500
80,69500
81,42300
82,53200
83,71400
84,36900
85,34500
86,37200
87,35900
88,37500
89,32300
90,35100
91,34200
92,32800
93,35500
94,33100
95,54400
96,131000
97,31600
98,45800
99,31100
100,30000
101,29500
102,31800
103,34100
104,29700
105,33100
106,35400
107,36400
108,41700
109,44900
110,48900
111,40600
112,59800
113,31900
114,47700
115,36300
116,135900
117,31000
118,30600
119,37900
120,33800
121,33900
122,34900
123,31100
124,33100
125,38000
126,40500
127,98200
128,35100
129,49800
130,42000
131,30100
132,68300
133,29600
134,28900
135,72000
136,30400
137,35100
138,39000
139,39500
140,26000
141,26700
142,36500
143,30200
144,29000
145,27600
146,37700
147,27600
148,42100
149,30600
150,24200
151,24900
152,31000
153,46400
154,27900
155,26200
156,33900
157,37100
158,23200
159,22100
160,28100
161,26100
162,24000
163,23500
164,23800
165,23800
166,44200
167,28200
168,26000
169,25500
170,24400
171,24100
172,40800
173,24000
174,24100
175,23700
176,22700
177,22700
178,38600
179,23700
180,21900
181,28500
182,29100
183,22300
184,23700
185,23700
186,22500
187,23000
188,22100
189,22100
190,23000
191,82800
192,21900
193,32600
194,22500
195,22700
196,24300
197,22300
198,32000
199,27100
