0,22500
1,30700
2,29900
3,31900
4,42300
5,27000
6,28600
7,316200
8,22700
9,22200
10,21900
11,21600
12,21900
13,23300
14,22000
15,39400
16,40300
17,22400
18,26100
19,20800
20,20200
21,20200
22,20400
23,22400
24,22300
25,22200
26,65500
27,19300
28,22600
29,26000
30,34400
31,38900
32,37000
33,17900
34,27600
35,17900
36,18000
37,17900
38,17800
39,17500
40,18100
41,19200
42,19300
43,26700
44,40200
45,15800
46,15800
47,15000
48,22700
49,16400
50,15800
51,18500
52,16400
53,16600
54,21900
55,16900
56,14500
57,15800
58,15400
59,31600
60,29700
61,25200
62,23700
63,34200
64,15100
65,21100
66,15500
67,15000
68,15200
69,14600
70,38000
71,21900
72,15400
73,24600
74,17000
75,26300
76,23000
77,20500
78,24400
79,22200
80,25800
81,29100
82,27500
83,27400
84,22400
85,19300
86,19200
87,19400
88,20500
89,17100
90,15400
91,16500
92,17100
93,15300
94,16100
95,19800
96,17700
97,28100
98,15200
99,16700
100,15700
101,16000
102,15500
103,14200
104,15100
105,15700
106,15900
107,17000
108,14400
109,16400
110,15300
111,38600
112,16800
113,27600
114,21600
115,24000
116,32900
117,15100
118,16000
119,15400
120,17100
121,31900
122,24700
123,18700
124,36100
125,29800
126,16200
127,37800
128,16000
129,15900
130,23100
131,17100
132,15700
133,14900
134,15000
135,22100
136,16100
137,18200
138,16400
139,16200
140,16400
141,16900
142,16800
143,17700
144,20000
145,16300
146,15200
147,27700
148,19200
149,18300
150,26900
151,22900
152,24300
153,17300
154,18100
155,15000
156,15100
157,18100
158,26600
159,29100
160,33600
161,25000
162,22900
163,20200
164,16700
165,18100
166,15800
167,41300
168,16300
169,16700
170,19000
171,28800
172,37400
173,18300
174,20200
175,17300
176,17000
177,21400
178,17600
179,17700
180,15800
181,15000
182,18100
183,30000
184,16300
185,17100
186,16800
187,17000
188,16200
189,16400
190,15300
191,22900
192,15600
193,23200
194,23900
195,20100
196,15900
197,14800
198,15700
199,22900
